timestamp,sensor_group,channel,raw_adc,voltage,calculated_value
2026-06-08T08:36:02.184167,R2,5,1706,0.3830280830280832,279.4116406776767
2026-06-08T08:37:01.388709,R1,1,1600,0.2536019536019536,112.91308153307737
2026-06-08T08:37:01.401213,R1,2,1600,0.2536019536019536,112.91308153307737
2026-06-08T08:37:01.412946,R1,3,1633,0.29389499389499396,156.12152520962363
2026-06-08T08:37:01.424626,R1,4,1531,0.16935286935286942,46.4958089209953
2026-06-08T08:37:01.436307,R1,5,1714,0.39279609279609295,295.3086025421929
2026-06-08T08:37:02.150609,R2,1,1609,0.26459096459096454,123.94387688787533
2026-06-08T08:37:02.162513,R2,2,1621,0.27924297924297936,139.52737232667292
2026-06-08T08:37:02.174195,R2,3,1620,0.27802197802197814,138.19029072445352
2026-06-08T08:37:02.185856,R2,4,1610,0.26581196581196576,125.2041579779657
2026-06-08T08:37:02.197583,R2,5,1702,0.37814407814407835,271.64259933320966
